Location,GROUP_ID,Sample_Type,SAMPLE_DATE,Year,Coupon_Date_Install,Coupon_Date_Pulled,Days_Installed,Coupon_Number,MPY,Corr_Inhib_Residual_PPM,BA_SRB_Bottle_Turn,BA_APB_Bottle_Turn,Biocide Residual
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Bacteria,10/21/2015,2015,,,,,,,0,1,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2929,0.21,,,,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Biocide Residual,10/21/2015,2015,,,,,,,,,472
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Corrosion Coupon,10/24/2015,2015,4/24/2015,10/24/2015,183,D2918,0.2,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Bacteria,10/24/2015,2015,,,,,,,0,1,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Biocide Residual,10/24/2015,2015,,,,,,,,,945
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Bacteria,10/24/2015,2015,,,,,,,0,1,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Corrosion Coupon,10/24/2015,2015,4/24/2015,10/24/2015,183,D2918,0.2,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Biocide Residual,10/24/2015,2015,,,,,,,,,945
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/24/2015,2015,4/24/2015,10/24/2015,183,D2585,0.16,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/24/2015,2015,,,,,,,0,1,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/24/2015,2015,,,,,,,,,472
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/24/2015,2015,,,,,,,0,1,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/24/2015,2015,4/24/2015,10/24/2015,183,D2585,0.16,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/24/2015,2015,,,,,,,,,472
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/24/2015,2015,4/24/2015,10/24/2015,183,D2919,0.5,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/24/2015,2015,,,,,,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/24/2015,2015,,,,,,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/24/2015,2015,,,,,,,N/A,N/A,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/24/2015,2015,4/24/2015,10/24/2015,183,D2919,0.5,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/24/2015,2015,,,,,,,,,N/A
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Coupon,11/15/2015,2015,4/30/2015,11/15/2015,199,D3170,7.5,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Bacteria,11/15/2015,2015,,,,,,,6,3,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Biocide Residual,11/15/2015,2015,,,,,,,,,7
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Bacteria,11/15/2015,2015,,,,,,,6,3,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Biocide Residual,11/15/2015,2015,,,,,,,,,7
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Coupon,11/15/2015,2015,4/30/2015,11/15/2015,199,D3170,7.5,,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Coupon,11/15/2015,2015,4/30/2015,11/15/2015,199,D3168,2.23,,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Bacteria,11/15/2015,2015,,,,,,,5,2,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Biocide Residual,11/15/2015,2015,,,,,,,,,5
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Bacteria,11/15/2015,2015,,,,,,,5,2,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Biocide Residual,11/15/2015,2015,,,,,,,,,5
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Coupon,11/15/2015,2015,4/30/2015,11/15/2015,199,D3168,2.23,,,,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Bacteria,12/3/2015,2015,,,,,,,2,3,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Corrosion Coupon,12/3/2015,2015,6/29/2015,12/3/2015,157,G7788,0.29,,,,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Corrosion Residual,12/3/2015,2015,,,,,,11,,,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Biocide Residual,12/3/2015,2015,,,,,,,,,5
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Corrosion Coupon,12/3/2015,2015,6/29/2015,12/3/2015,157,G7788,0.29,,,,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Bacteria,12/3/2015,2015,,,,,,,2,3,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Corrosion Residual,12/3/2015,2015,,,,,,11,,,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Biocide Residual,12/3/2015,2015,,,,,,,,,5
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Corrosion Coupon,12/21/2015,2015,6/18/2015,12/21/2015,186,G7545,0.02,,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Bacteria,12/21/2015,2015,,,,,,,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Corrosion Residual,12/21/2015,2015,,,,,,,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Biocide Residual,12/21/2015,2015,,,,,,,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Bacteria,12/21/2015,2015,,,,,,,N/A,N/A,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Corrosion Coupon,12/21/2015,2015,6/18/2015,12/21/2015,186,G7545,0.02,,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Corrosion Residual,12/21/2015,2015,,,,,,N/A,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Biocide Residual,12/21/2015,2015,,,,,,,,,N/A
Alva to Ruby -WaterTrap,ALVA to RUBY,Bacteria,4/1/2016,2016,,,,,,,5,4,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Bacteria,4/1/2016,2016,,,,,,,5,4,
Alva to Ruby -WaterTrap,ALVA to RUBY,Bacteria,6/22/2016,2016,,,,,,,1,2,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Bacteria,6/22/2016,2016,,,,,,,5,4,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Coupon,6/22/2016,2016,4/1/2016,6/22/2016,82,,1.2,,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Coupon,6/22/2016,2016,4/1/2016,6/22/2016,82,,0.08,,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Residual,6/22/2016,2016,,,,,,7.6,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Residual,6/22/2016,2016,,,,,,13.9,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Biocide Residual,6/22/2016,2016,,,,,,,,,5
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Biocide Residual,6/22/2016,2016,,,,,,,,,17.6
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Bacteria,6/30/2016,2016,,,,,,,1,2,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Corrosion Coupon,6/30/2016,2016,12/3/2015,6/30/2016,210,,1.35,,,,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Corrosion Residual,6/30/2016,2016,,,,,,12.3,,,
Ruby to Cushing -WaterTrap,RUBY to GAVILON CUSHING,Biocide Residual,6/30/2016,2016,,,,,,,,,5
Alva to Ruby -WaterTrap,ALVA to RUBY,Bacteria,9/13/2016,2016,,,,,,,1,3,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Bacteria,9/13/2016,2016,,,,,,,1,4,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Coupon,9/13/2016,2016,6/22/2016,9/13/2016,83,,0.1,,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Coupon,9/13/2016,2016,6/22/2016,9/13/2016,83,,0.03,,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Residual,9/13/2016,2016,,,,,,5,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Residual,9/13/2016,2016,,,,,,13.6,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Biocide Residual,9/13/2016,2016,,,,,,,,,5
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Biocide Residual,9/13/2016,2016,,,,,,,,,5.33
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Corrosion Coupon,10/26/2016,2016,4/26/2016,10/26/2016,183,D2727,0.08,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Corrosion Coupon,10/26/2016,2016,4/26/2016,10/26/2016,183,D2726,0.22,,,,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Corrosion Coupon,10/26/2016,2016,4/26/2016,10/26/2016,183,D2728,0.12,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Corrosion Coupon,10/26/2016,2016,4/26/2016,10/26/2016,183,D2729,0.09,,,,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Corrosion Coupon,10/26/2016,2016,4/26/2016,10/26/2016,183,D2731,0.76,,,,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Corrosion Coupon,10/27/2016,2016,4/26/2016,10/27/2016,184,D2733,0.23,,,,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/27/2016,2016,4/26/2016,10/27/2016,184,D2732,0.29,,,,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,D2734,7.6,,,,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,D2735,0.05,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,M0505,0.04,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,M0503,0.03,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,M0501,0.23,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,M0429,5.04,,,,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,M0428,0.04,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Corrosion Coupon,10/27/2016,2016,4/27/2016,10/27/2016,183,M4027,0.02,,,,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Bacteria,10/26/2016,2016,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Bacteria,10/26/2016,2016,,,,,,,3,2,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Bacteria,10/26/2016,2016,,,,,,,1,1,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Bacteria,10/26/2016,2016,,,,,,,0,1,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Bacteria,10/26/2016,2016,,,,,,,2,2,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Bacteria,10/27/2016,2016,,,,,,,3,3,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/27/2016,2016,,,,,,,3,3,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/27/2016,2016,,,,,,,3,5,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/27/2016,2016,,,,,,,1,1,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Bacteria,10/27/2016,2016,,,,,,,0,1,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/27/2016,2016,,,,,,,0,1,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/27/2016,2016,,,,,,,#N/A,#N/A,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/27/2016,2016,,,,,,,3,4,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Bacteria,10/27/2016,2016,,,,,,,0,2,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Bacteria,10/27/2016,2016,,,,,,,#N/A,#N/A,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Biocide Residual,10/26/2016,2016,,,,,,,,,1215
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Biocide Residual,10/26/2016,2016,,,,,,,,,1220
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Biocide Residual,10/26/2016,2016,,,,,,,,,1255
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Biocide Residual,10/26/2016,2016,,,,,,,,,1090
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Biocide Residual,10/26/2016,2016,,,,,,,,,7.71
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Biocide Residual,10/27/2016,2016,,,,,,,,,1065
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/27/2016,2016,,,,,,,,,65.5
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/27/2016,2016,,,,,,,,,5
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/27/2016,2016,,,,,,,,,1165
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Biocide Residual,10/27/2016,2016,,,,,,,,,454
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/27/2016,2016,,,,,,,,,1225
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/27/2016,2016,,,,,,,,,#N/A
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/27/2016,2016,,,,,,,,,5
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Biocide Residual,10/27/2016,2016,,,,,,,,,1120
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Biocide Residual,10/27/2016,2016,,,,,,,,,#N/A
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Coupon,11/16/2016,2016,7/27/2016,11/16/2016,112,K2422,0.07,,,,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Corrosion Coupon,11/16/2016,2016,7/27/2016,11/16/2016,112,G7779,0,,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Coupon,11/16/2016,2016,7/27/2016,11/16/2016,112,G7778,0.16,,,,
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Corrosion Coupon,11/16/2016,2016,7/27/2016,11/16/2016,112,G7780,0.02,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Bacteria,11/16/2016,2016,,,,,,,#N/A,#N/A,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Bacteria,11/16/2016,2016,,,,,,,0,0,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Bacteria,11/16/2016,2016,,,,,,,1,1,
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Bacteria,11/16/2016,2016,,,,,,,0,0,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Biocide Residual,11/16/2016,2016,,,,,,,,,#N/A
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Biocide Residual,11/16/2016,2016,,,,,,,,,1125
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Biocide Residual,11/16/2016,2016,,,,,,,,,300
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Biocide Residual,11/16/2016,2016,,,,,,,,,1190
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Coupon,5/26/2017,2017,11/16/2016,5/26/2017,191,,0.09,,,,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Corrosion Coupon,5/26/2017,2017,11/16/2016,5/26/2017,191,,0.06,,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Coupon,5/26/2017,2017,11/16/2016,5/26/2017,191,,0.03,,,,
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Corrosion Coupon,5/26/2017,2017,11/16/2016,5/26/2017,191,,0.05,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Bacteria,5/26/2017,2017,,,,,,,0,0,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Bacteria,5/26/2017,2017,,,,,,,0,1,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Bacteria,5/26/2017,2017,,,,,,,2,1,
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Bacteria,5/26/2017,2017,,,,,,,0,0,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Residual,5/26/2017,2017,,,,,,12.8,,,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Corrosion Residual,5/26/2017,2017,,,,,,16.6,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Residual,5/26/2017,2017,,,,,,17.5,,,
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Corrosion Residual,5/26/2017,2017,,,,,,24.7,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Biocide Residual,5/26/2017,2017,,,,,,,,,1120
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Biocide Residual,5/26/2017,2017,,,,,,,,,1105
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Biocide Residual,5/26/2017,2017,,,,,,,,,1010
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Biocide Residual,5/26/2017,2017,,,,,,,,,1550
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Coupon,10/10/2016,2016,4/12/2016,10/10/2016,181,G7649,0.506211602,,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Coupon,1/12/2017,2017,9/13/2016,1/12/2017,121,U5496,0.097958003,,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Coupon,1/12/2017,2017,9/13/2016,1/12/2017,121,U5497,0.020695353,,,,
"Isabel 6"" @ Alva",ISABEL TO FLEMING TRUNK,Corrosion Coupon,4/11/2017,2017,1/26/2017,4/11/2017,75,U5528,0.18214119,,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Coupon,4/11/2017,2017,1/12/2017,4/11/2017,89,U5541,0.105082904,,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Coupon,4/11/2017,2017,1/12/2017,4/11/2017,89,U5542,0.044245433,,,,
"S Cushing West 20""",CUSHING TERMINAL,Corrosion Coupon,4/25/2017,2017,10/10/2016,4/25/2017,197,G7992,0.023791371,,,,
"Glass Mountain 18"" at Cushing",CUSHING TERMINAL,Corrosion Coupon,4/25/2017,2017,10/10/2016,4/25/2017,197,G7993,0.014461421,,,,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,4/25/2017,2017,10/10/2016,4/25/2017,197,G7991,0.063443655,,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,4/25/2017,2017,10/10/2016,4/25/2017,197,G7999,0.043384264,,,,
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,4/25/2017,2017,10/10/2016,4/25/2017,197,G8000,0.014927919,,,,
"Glass Mountain 18"" at Cushing",CUSHING TERMINAL,Corrosion Residual,11/10/2016,2016,,,,,,21.2,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Residual,11/17/2016,2016,,,,,,18.2,,,
Isabel Sta. to Pixley Jct.,ISABEL TO FLEMING TRUNK,Corrosion Residual,11/17/2016,2016,,,,,,16.9,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,10/10/2016,2016,,,,,,45.4,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Residual,1/12/2017,2017,,,,,,5,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Residual,1/12/2017,2017,,,,,,46,,,
"Isabel 6"" @ Alva",ISABEL TO FLEMING TRUNK,Corrosion Residual,1/26/2017,2017,,,,,,33,,,
"Isabel 6"" @ Alva",ISABEL TO FLEMING TRUNK,Corrosion Residual,4/11/2017,2017,,,,,,16,,,
Alva to Ruby -WaterTrap,ALVA to RUBY,Corrosion Residual,4/11/2017,2017,,,,,,11,,,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Corrosion Residual,4/11/2017,2017,,,,,,0,,,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Residual,4/25/2017,2017,,,,,,158,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Residual,4/25/2017,2017,,,,,,144,,,
"S Cushing West 20""",CUSHING TERMINAL,Corrosion Residual,4/25/2017,2017,,,,,,158,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,10/10/2016,2016,,,,,,,,,790
Alva to Ruby -WaterTrap,ALVA to RUBY,Biocide Residual,1/12/2017,2017,,,,,,,,,5
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Biocide Residual,1/12/2017,2017,,,,,,,,,16.1
"Isabel 6"" @ Alva",ISABEL TO FLEMING TRUNK,Biocide Residual,1/26/2017,2017,,,,,,,,,1175
"Isabel 6"" @ Alva",ISABEL TO FLEMING TRUNK,Biocide Residual,4/11/2017,2017,,,,,,,,,1190
Alva to Ruby -WaterTrap,ALVA to RUBY,Biocide Residual,4/11/2017,2017,,,,,,,,,1080
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Biocide Residual,4/11/2017,2017,,,,,,,,,0
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Biocide Residual,4/25/2017,2017,,,,,,,,,1778.2
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Biocide Residual,4/25/2017,2017,,,,,,,,,10695
"S Cushing West 20""",CUSHING TERMINAL,Biocide Residual,4/25/2017,2017,,,,,,,,,102.5
"Glass Mountain 18"" at Cushing",CUSHING TERMINAL,Biocide Residual,4/25/2017,2017,,,,,,,,,1078
Alva to Ruby -WaterTrap,ALVA to RUBY,Bacteria,4/11/2017,2017,,,,,,,2,0,
Arnett to Ruby -WaterTrap,ARNETT to RUBY,Bacteria,4/11/2017,2017,,,,,,,5,3,
"Isabel 6"" @ Alva",ISABEL TO FLEMING TRUNK,Bacteria,4/11/2017,2017,,,,,,,0,0,
